,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
257,number of taxable returns,#,2007,740.0,244510.0,757330.0,1224540.0,1524380.0,1480270.0,1531830.0,1443680.0,1238480.0,1066100.0,1648860.0,1213050.0,910430.0,636130.0,401600.0,802630.0,324360.0,189560.0
258,number of non-taxable returns,#,2007,764660.0,3669570.0,1793510.0,1166160.0,324310.0,113100.0,53350.0,27800.0,16190.0,8890.0,11310.0,6070.0,1930.0,1360.0,750.0,2080.0,770.0,320.0
259,total number of returns,#,2007,765400.0,3914080.0,2550850.0,2390700.0,1848680.0,1593360.0,1585190.0,1471480.0,1254670.0,1074990.0,1660170.0,1219120.0,912360.0,637500.0,402350.0,804700.0,325140.0,189880.0
260,employment income,#,2007,12360.0,2039030.0,1208460.0,1167850.0,1113120.0,1076830.0,1135290.0,1091660.0,982450.0,861060.0,1376570.0,1043250.0,787400.0,557640.0,348390.0,680870.0,253700.0,140740.0
261,commissions (from employment),#,2007,240.0,41800.0,34220.0,32990.0,30940.0,30190.0,31270.0,31740.0,26020.0,23470.0,38860.0,32390.0,24970.0,18870.0,15780.0,42440.0,22390.0,13060.0
262,other employment income,#,2007,1520.0,150170.0,101720.0,107140.0,115460.0,134380.0,163610.0,156760.0,146680.0,130610.0,222410.0,189270.0,144250.0,107280.0,76520.0,161510.0,67740.0,40350.0
263,Old Age Security Pension,#,2007,2150.0,184040.0,696150.0,927150.0,530160.0,363660.0,328510.0,269160.0,194950.0,149730.0,204730.0,133450.0,93600.0,59850.0,37340.0,77320.0,39740.0,26450.0
264,CPP or QPP benefits,#,2007,5480.0,429070.0,722460.0,1017780.0,637880.0,467900.0,438030.0,370610.0,278540.0,221400.0,307740.0,197400.0,140370.0,88400.0,55060.0,113130.0,57720.0,35660.0
265,other pensions or superannuation,#,2007,1180.0,40460.0,88240.0,297310.0,351600.0,301720.0,304000.0,280060.0,229980.0,187480.0,266990.0,171670.0,124080.0,75420.0,49520.0,99180.0,45890.0,19930.0
266,Universal Child Care Benefit,#,2007,8130.0,514400.0,179890.0,141990.0,129380.0,109680.0,101720.0,86890.0,62710.0,53470.0,68660.0,40020.0,26990.0,15060.0,8210.0,12690.0,3690.0,1350.0
267,EI benefits,#,2007,2410.0,169730.0,254420.0,292650.0,294940.0,284020.0,240460.0,191480.0,150890.0,111400.0,138190.0,79510.0,47330.0,24820.0,15150.0,20140.0,3310.0,980.0
268,taxable amount of dividends,#,2007,5840.0,185090.0,159300.0,216580.0,228450.0,213090.0,245580.0,255590.0,226380.0,206500.0,355130.0,289750.0,250210.0,191100.0,134740.0,322900.0,173050.0,130390.0
269,interest and other investment income,#,2007,18900.0,735280.0,547370.0,801820.0,702130.0,595460.0,608210.0,605350.0,512300.0,447500.0,711310.0,536770.0,424160.0,299020.0,197830.0,434960.0,211000.0,153050.0
270,net rental income,#,2007,11110.0,81120.0,67100.0,79760.0,85620.0,81010.0,82410.0,80900.0,75050.0,65540.0,108010.0,86260.0,69780.0,53520.0,33840.0,79600.0,40730.0,29230.0
271,taxable capital gains,#,2007,6020.0,188410.0,128100.0,161680.0,178610.0,162850.0,189240.0,189040.0,162000.0,150240.0,261710.0,212620.0,185610.0,142700.0,100260.0,246490.0,137500.0,109040.0
272,RRSP income,#,2007,4760.0,131800.0,94830.0,111360.0,120380.0,126500.0,149430.0,158320.0,143050.0,129720.0,210270.0,151830.0,104510.0,74830.0,46730.0,81760.0,26980.0,9560.0
273,net business income,#,2007,46850.0,317280.0,228410.0,192690.0,161830.0,126110.0,111770.0,103950.0,89130.0,76480.0,109990.0,76400.0,60290.0,44800.0,29860.0,60490.0,27040.0,17270.0
274,net professional income,#,2007,3380.0,29740.0,24190.0,20270.0,18040.0,14630.0,14730.0,16760.0,14260.0,12160.0,23160.0,19330.0,18510.0,14230.0,12280.0,37220.0,33910.0,30480.0
275,net commission income,#,2007,2590.0,19340.0,14980.0,13330.0,9090.0,9720.0,10250.0,7590.0,8550.0,5400.0,10140.0,7180.0,5750.0,4570.0,3890.0,9740.0,5110.0,2290.0
276,net farming income,#,2007,11500.0,44510.0,35190.0,36870.0,27660.0,23560.0,25280.0,23120.0,19180.0,17090.0,24370.0,21280.0,14850.0,9820.0,7180.0,16320.0,8370.0,6080.0
277,net fishing income,#,2007,440.0,3310.0,2920.0,3450.0,5510.0,4630.0,3100.0,2680.0,1540.0,1530.0,1660.0,1450.0,560.0,400.0,260.0,580.0,260.0,120.0
278,tax-exempt income,#,2007,2800.0,707200.0,979130.0,872730.0,344000.0,142160.0,106080.0,80850.0,57490.0,46490.0,65640.0,36620.0,22410.0,13020.0,7390.0,11420.0,3150.0,1120.0
279,other income,#,2007,13010.0,467090.0,337040.0,402140.0,343810.0,307510.0,334510.0,329290.0,256680.0,226980.0,361330.0,288870.0,241560.0,175970.0,118110.0,272860.0,148640.0,106100.0
280,total income assessed,#,2007,72250.0,3914080.0,2550850.0,2390700.0,1848680.0,1593360.0,1585190.0,1471480.0,1254670.0,1074990.0,1660170.0,1219120.0,912360.0,637500.0,402350.0,804700.0,325140.0,189880.0
281,Registered Pension Plan contributions,#,2007,2590.0,61780.0,69820.0,107740.0,155430.0,195400.0,299930.0,363920.0,376680.0,363990.0,640430.0,534560.0,417880.0,297150.0,168690.0,271190.0,76520.0,24940.0
282,RRSP deduction,#,2007,3620.0,65070.0,110480.0,183450.0,260100.0,332640.0,420310.0,486480.0,480640.0,463210.0,788670.0,639300.0,521860.0,389120.0,257760.0,543140.0,224030.0,129150.0
283,deduction for elected split-pension amount,#,2007,80.0,1710.0,5340.0,21970.0,57110.0,67910.0,79340.0,85540.0,86790.0,72340.0,109600.0,74540.0,57020.0,36880.0,24560.0,48880.0,23650.0,9380.0
284,"annual union, professional, or like dues",#,2007,4610.0,334950.0,245710.0,258250.0,293720.0,323330.0,391220.0,430460.0,408990.0,392980.0,658650.0,542490.0,423460.0,294190.0,161370.0,258690.0,65840.0,23740.0
285,child care expenses,#,2007,1940.0,87690.0,66130.0,97290.0,103040.0,107460.0,111750.0,103840.0,80260.0,76000.0,108500.0,71340.0,48420.0,30660.0,16290.0,30880.0,9850.0,4370.0
286,carrying charges and interest expenses,#,2007,5560.0,61830.0,76740.0,135490.0,159270.0,149180.0,163240.0,177130.0,160280.0,148880.0,245820.0,204810.0,182080.0,142790.0,99910.0,241210.0,129640.0,105640.0
287,CPP or QPP contributions on self-employment,#,2007,1100.0,215710.0,215380.0,176770.0,139090.0,110530.0,96160.0,86590.0,72720.0,53560.0,62710.0,42080.0,30620.0,23600.0,18660.0,50710.0,37220.0,29010.0
288,other employment expenses,#,2007,1360.0,11050.0,12580.0,20330.0,30000.0,43390.0,46040.0,53170.0,50640.0,54560.0,103150.0,88700.0,67050.0,53480.0,40410.0,89500.0,40440.0,21860.0
289,other deductions,#,2007,5630.0,147640.0,148160.0,144240.0,134190.0,119670.0,118090.0,103560.0,81960.0,73640.0,108310.0,77310.0,58810.0,42990.0,30690.0,79670.0,53760.0,50920.0
290,total deductions before adjustments,#,2007,23480.0,795210.0,695410.0,815510.0,894650.0,919830.0,1032070.0,1063610.0,976260.0,881700.0,1421300.0,1087020.0,833770.0,592290.0,374860.0,749540.0,301990.0,175540.0
291,social benefits repayment,#,2007,0.0,180.0,50.0,30.0,170.0,90.0,120.0,130.0,200.0,160.0,43650.0,80590.0,85940.0,59300.0,40330.0,83820.0,40140.0,26310.0
292,net income after adjustments,#,2007,0.0,3893210.0,2548620.0,2389210.0,1847610.0,1592040.0,1584390.0,1470550.0,1254000.0,1074640.0,1659360.0,1217920.0,912130.0,637300.0,402240.0,803740.0,324760.0,189800.0
293,capital gains deduction,#,2007,60.0,860.0,1510.0,1320.0,2700.0,3110.0,3170.0,2030.0,2780.0,2690.0,4270.0,5050.0,3530.0,2960.0,2290.0,7490.0,8830.0,10640.0
294,losses from other years,#,2007,920.0,14230.0,12860.0,23460.0,30890.0,28000.0,34430.0,28850.0,26710.0,25720.0,45900.0,37710.0,37150.0,29120.0,22410.0,55530.0,32620.0,27470.0
295,additional deductions,#,2007,2980.0,722560.0,994300.0,894530.0,376780.0,173630.0,132750.0,107250.0,79860.0,66750.0,103580.0,72460.0,49650.0,35350.0,27130.0,58070.0,29040.0,22890.0
296,total deductions from net income,#,2007,3850.0,736980.0,1007890.0,915440.0,404890.0,199760.0,166090.0,136300.0,107300.0,93340.0,149560.0,112220.0,87820.0,65700.0,50500.0,116420.0,66090.0,55140.0
297,taxable income assessed,#,2007,0.0,3528190.0,2379390.0,2357490.0,1833410.0,1585260.0,1580960.0,1468880.0,1252680.0,1074120.0,1658610.0,1217700.0,911930.0,637200.0,402050.0,803280.0,324540.0,189650.0
298,age amount,#,2007,28080.0,224800.0,708430.0,934920.0,534770.0,368530.0,333810.0,272420.0,197440.0,152180.0,209450.0,114800.0,37350.0,16170.0,5750.0,5010.0,760.0,300.0
299,other federal non-refundable tax credits,#,2007,748960.0,3903460.0,2547700.0,2388770.0,1846960.0,1591990.0,1583990.0,1470700.0,1253860.0,1074460.0,1659380.0,1218310.0,911910.0,637150.0,401950.0,803700.0,324520.0,188890.0
300,CPP or QPP contributions,#,2007,20400.0,1612740.0,1273540.0,1225510.0,1147100.0,1096520.0,1141190.0,1091530.0,979970.0,858630.0,1368120.0,1039590.0,786170.0,560450.0,354370.0,700990.0,271790.0,152400.0
301,EI premiums,#,2007,31570.0,1506370.0,1073810.0,1065660.0,1026250.0,1002710.0,1056870.0,1015650.0,916010.0,800970.0,1285860.0,973870.0,730710.0,516560.0,318560.0,591600.0,197140.0,87500.0
302,PPIP premiums paid,#,2007,6530.0,401720.0,326770.0,325680.0,312800.0,300390.0,322810.0,301910.0,249340.0,214240.0,329990.0,232320.0,158980.0,98960.0,64300.0,114130.0,46610.0,25610.0
303,Canada employment amount,#,2007,19640.0,2076540.0,1230060.0,1200510.0,1154220.0,1125930.0,1197610.0,1148340.0,1024110.0,896610.0,1424920.0,1069760.0,806000.0,571060.0,357140.0,700680.0,263290.0,147170.0
304,public transit amount,#,2007,6680.0,149200.0,129530.0,114540.0,100790.0,86430.0,88940.0,84480.0,80130.0,65580.0,103700.0,73060.0,55080.0,37690.0,27200.0,50490.0,16560.0,6690.0
305,children's fitness amount,#,2007,2170.0,25960.0,26420.0,40920.0,48670.0,57080.0,65910.0,78820.0,78880.0,76780.0,144410.0,132660.0,116140.0,93170.0,63570.0,135620.0,57690.0,37320.0
306,pension income amount,#,2007,1800.0,85980.0,188010.0,513890.0,515810.0,410300.0,399440.0,367760.0,277850.0,225710.0,314840.0,208580.0,151940.0,95080.0,60500.0,121210.0,58520.0,29660.0
307,disability amount,#,2007,6380.0,67330.0,78230.0,85390.0,73900.0,68240.0,57720.0,49120.0,41440.0,34740.0,48490.0,32070.0,24150.0,17150.0,10440.0,22160.0,8620.0,4590.0
308,"tuition, education, textbook amounts and interest on student loans",#,2007,1220.0,26330.0,289920.0,301600.0,249540.0,221080.0,210630.0,195260.0,169020.0,151020.0,234800.0,176590.0,139280.0,102600.0,59590.0,120260.0,49930.0,28070.0
309,amounts transferred from spouse or common-law partner,#,2007,58730.0,165160.0,133050.0,134580.0,124050.0,86190.0,67150.0,49990.0,34960.0,26580.0,41030.0,26870.0,22180.0,15340.0,10750.0,19470.0,8130.0,3250.0
310,medical expenses,#,2007,14880.0,178680.0,264810.0,491940.0,498430.0,397490.0,376040.0,316950.0,222040.0,167210.0,212100.0,129010.0,83940.0,54900.0,33240.0,74030.0,38650.0,26640.0
311,total tax credits on personal amounts,#,2007,749370.0,3907410.0,2548960.0,2389550.0,1847760.0,1592420.0,1584310.0,1470950.0,1254070.0,1074580.0,1659750.0,1218540.0,912130.0,637190.0,402090.0,804080.0,324800.0,189280.0
312,donations and gifts,#,2007,0.0,38380.0,108070.0,251920.0,369910.0,395080.0,437090.0,439070.0,434480.0,386940.0,644660.0,528880.0,441450.0,335170.0,220690.0,477420.0,214750.0,139750.0
313,total tax credit on donations and gifts,#,2007,0.0,37240.0,103970.0,244840.0,363530.0,389450.0,432560.0,433480.0,429320.0,383760.0,638960.0,525420.0,438000.0,333750.0,219800.0,475700.0,214310.0,139560.0
314,total federal non-refundable tax credits,#,2007,749370.0,3907450.0,2548980.0,2389550.0,1847780.0,1592480.0,1584330.0,1470990.0,1254110.0,1074580.0,1659750.0,1218580.0,912130.0,637190.0,402090.0,804100.0,324800.0,189320.0
315,federal dividend tax credit,#,2007,0.0,1240.0,56470.0,114180.0,175490.0,182440.0,223320.0,236130.0,212000.0,193400.0,334650.0,274030.0,235770.0,179290.0,127050.0,304390.0,163070.0,122780.0
316,basic federal tax,#,2007,60.0,63350.0,638040.0,1149370.0,1405980.0,1416640.0,1500370.0,1424060.0,1228420.0,1060930.0,1644290.0,1212100.0,908950.0,635560.0,401230.0,802190.0,323930.0,189410.0
317,net federal tax,#,2007,60.0,61610.0,619060.0,1121390.0,1387860.0,1405900.0,1495190.0,1420370.0,1225720.0,1058340.0,1640310.0,1209770.0,907660.0,634040.0,400090.0,799790.0,322750.0,188930.0
318,CPP contributions on self-employment,#,2007,1100.0,215570.0,215370.0,176870.0,139180.0,110530.0,96490.0,86590.0,72810.0,53600.0,62880.0,42080.0,30730.0,23630.0,18740.0,50740.0,37260.0,29040.0
319,net provincial or territorial tax,#,2007,60.0,39250.0,256310.0,677690.0,1061350.0,1066780.0,1106800.0,1063150.0,925340.0,808160.0,1258490.0,949450.0,732760.0,526940.0,330950.0,674170.0,271170.0,160300.0
320,total tax payable,#,2007,740.0,244510.0,757330.0,1224540.0,1524380.0,1480270.0,1531830.0,1443680.0,1238480.0,1066100.0,1648860.0,1213050.0,910430.0,636130.0,401600.0,802630.0,324360.0,189560.0
321,number of taxable returns,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,number of non-taxable returns,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,total number of returns,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,employment income,$,2008,318319126.60320497,10179572802.45576,12788314105.456146,17847818411.397675,22044103889.205196,26765474613.858727,33754841094.897137,39225101947.41714,41440768291.59044,39549193330.58973,76343718140.8909,67923438595.583565,60685551909.94605,51604037463.60264,37287503871.64474,86508320217.3803,43238782808.3985,61760375092.79365
325,commissions (from employment),$,2008,8434768.975180546,30480987.05087717,55130379.65786649,84190554.26933402,150979727.41686514,153353242.39685342,239956870.22917548,315489589.0691912,348169374.0251408,321893684.11704844,657562545.914251,783535754.6276008,872653550.179466,812657464.8126236,673976061.3105866,2544061920.94618,2271812060.794831,3959913054.7379346
326,other employment income,$,2008,119324070.22079933,433547784.63399684,414017931.97689885,479381897.2869092,450601929.3050236,490444015.48299336,539003274.9647814,556487069.8011671,486796933.900317,434816955.8385738,776154782.3495541,736870911.7316926,486236520.6411531,430108385.6120693,350454981.0429073,1015413883.1285939,912596730.5139909,3169640253.655561
327,Old Age Security Pension,$,2008,35057695.334049,893236100.6841699,3463360534.730055,6068036094.477685,3309178759.789261,2172898021.702875,2191024643.5130076,1897801042.4250677,1288546119.4507446,1041619246.666909,1368079749.4213793,1002863922.6719061,589307507.4966716,363795014.3100636,227278344.37773812,470352650.7172038,225509196.63802463,153516970.97649148
328,CPP or QPP benefits,$,2008,56536907.0534151,1478374573.0724733,3218658832.239958,6686859799.13985,4589298901.061047,3447822802.407353,3584906478.696009,3150132377.989019,2307226882.2254057,1931097281.9660974,2623953775.8628693,1838465365.6244164,1094720051.2469802,678783527.9945906,425175650.08189917,904015814.5516168,424283384.26534814,303197858.2515297
329,other pensions or superannuation,$,2008,53155747.05645958,147829325.82074183,340800489.09189945,1213344154.3185885,2216404771.0559654,2734214535.1786017,4219097594.0040703,4758029443.749546,4715858895.422227,4725158458.975764,7148118371.16521,5432719757.253185,3633621774.8107405,2380401469.9788213,1631653093.7014382,3429742332.277387,1608027828.854333,1183784003.1719847
330,Universal Child Care Benefit,$,2008,16945358.567777384,886367192.286065,291220398.39881116,220542396.7724937,200248843.69359392,181125565.36177173,163296731.7736654,135745277.5638293,113596866.48204984,88521120.25828485,119520764.28627056,71232920.63784249,49263622.02908993,33661057.58425035,18326612.424187228,25128491.001098067,6904071.582993665,2433951.704015752
331,EI benefits,$,2008,15532238.075062145,638178840.2443469,1268477830.525038,1984220063.5367239,2123336611.4517586,2147482730.9750285,1879609588.4927964,1454886664.4163394,1077329658.6204548,810724588.4932722,1003417742.8339033,528416958.61422247,320378370.6182504,174390716.60605502,81702758.93845743,119875692.68374103,27463546.247614305,7137027.682881403
332,taxable amount of dividends,$,2008,26118554.42562095,140490109.8247503,169107448.07652557,335451289.59070367,423786704.278795,554415738.4413162,748724201.5877727,1050868263.1421688,1148280174.9296598,1122244034.2186217,2162667732.599314,2221948466.923577,2109952624.2034914,1880817224.1238184,1553823779.3483784,5716454792.668811,5550169190.179605,18804508676.91259
333,interest and other investment income,$,2008,55679804.42175267,803980948.9413332,891432888.6090955,1920676891.8942325,2297604256.910703,2299508563.142333,2967840933.2782807,3362145504.7269435,2688919957.643825,2528770330.9177,4270308377.396373,3628401140.704295,2709486025.4056125,2050505963.6005352,1429426320.857854,3849454502.507202,2687250805.211139,5843675195.596183
334,Registered Disability Savings Plan income,$,2008,0.0,0.0,0.0,0.0,0.0,0.0,868091.1269401553,0.0,0.0,0.0,0.0,0.0,0.0,20878.141027674617,0.0,0.0,0.0,0.0
335,net rental income,$,2008,-165068077.2124344,52105246.90790922,108345464.58882578,150840173.52683803,179074013.29342076,107445506.82558022,121356941.84717816,137897923.78873533,130576289.38518816,114909991.6677378,147416158.39829943,211686768.42817628,152323620.38933071,151015989.45128158,116613208.43578494,385876395.57064897,338086330.75830173,1006159372.4056953
336,taxable capital gains,$,2008,30958986.595458146,114002341.95779784,135761760.3067459,122070095.1907024,146361262.85163796,202414676.11283317,216034916.00957143,247545525.06797132,212246082.8378124,250603623.30376175,510351872.37764513,541109769.5095209,536838541.3950697,471048222.4682837,431306131.59734124,1679710178.949034,1914261808.3510973,8526680046.232009
337,RRSP income,$,2008,28141536.406249844,241226041.43375257,327648359.09399223,423101022.173465,481422460.8599824,484428913.1679676,598708165.2067641,686369985.1343309,607045136.5739727,540286731.2132193,1011066834.3967266,898545741.6023659,699437503.7185997,480869739.54751295,448215228.13070214,1055595513.8106457,576768535.5352613,655240676.8620679
338,net business income,$,2008,-1829081190.6572406,1101809828.4001672,1766118211.5654125,1876347104.24484,1761688749.1189625,1651923570.9402547,1651087346.4496198,1512314738.4367778,1301479578.392625,1130919451.2403846,1900747058.009025,1501300969.6199155,1199978847.5122929,929934378.363183,791383737.9549509,2214421347.6583366,1469962879.937376,1953539085.871792
339,net professional income,$,2008,-86984928.61845909,45335234.96730378,116458270.65236904,177958681.02273184,185646232.3190272,180181653.61741528,193483227.1510996,253491399.86274752,182948556.72834605,189170242.7545931,443563798.0796417,545629337.6172485,550904914.2000836,493076858.951536,500286410.7032504,2392945936.187871,4801028524.620807,11276323527.630062
340,net commission income,$,2008,-76949135.88131425,72728454.84514065,102139162.45596756,138522070.32051003,172591899.9290917,125498505.71735214,150809405.74006042,146405216.83274883,124384272.29619098,127652250.79178594,272984990.485429,268274222.55986893,270680703.02569044,229055184.06414604,228336536.4729829,587511987.3682916,535630905.76404786,457813678.75579345
341,net farming income,$,2008,-379664599.1901519,-97994302.03721026,36632346.70734678,56468778.38269322,137306742.7427938,88050812.66039827,74258053.38779977,202405885.31661105,66414465.45856074,127019313.46378908,169944771.41668808,159200220.73413005,157543155.64624935,151930232.25838822,88079382.74812037,256261599.5222616,239114052.64137408,242730366.4372729
342,net fishing income,$,2008,-5019544.6428640885,-12397220.372327635,-7834797.133016843,11719230.213692095,24503245.6197956,38725655.0577531,36052154.15668298,44231990.04142034,33444584.2272792,29243682.48260551,53891976.24006706,29248077.880716603,29076657.354384117,18621104.097630214,6277727.3521634275,32952299.638837185,22913210.35310901,13266410.348795565
343,tax-exempt income,$,2008,18136511.455882613,3353828312.651234,8872735233.765717,5233719206.623139,2032648559.924707,1101494458.5856962,877453324.9167758,694809149.5076226,573584069.6037769,429231503.68890697,625102530.8638557,360759991.9143564,242892996.1673832,108524577.06185268,71512028.41789666,219178724.50852817,72488905.64808628,29944748.48132427
344,other income,$,2008,-86204745.45374073,1097772655.2351317,1319362255.6075926,1851965830.9226274,1833166713.201498,1783444870.919327,2111432774.5174012,2606767769.248509,1323184054.2651846,1330868309.0128965,1775091416.8092015,1836942360.1789238,1370549963.1598115,1075402276.548742,765984929.9700209,2631391888.3163595,2057172683.6855304,5078531984.364435
345,total income assessed,$,2008,-1846632015.3148203,21600474160.153885,35677887106.373245,46883235943.004486,44759955372.87865,46710350650.25149,56319846910.79613,62438924565.83882,60170799145.20968,56823940835.1131,103383661192.09756,90520590155.56801,77761402155.69498,64518658828.02857,47127316795.5114,116038663971.69388,68980225262.28232,124428410884.02255
346,Registered Pension Plan contributions,$,2008,2081221.0056008282,33240198.21511354,33874234.392638184,70246153.76190291,114920980.16301551,209723124.32204708,389427877.2444092,581821045.6639585,775692166.6983618,879691681.4048481,1948143734.6904302,2062187832.9302828,1971284406.895788,1902620596.453877,1160630144.7722929,2046357806.633195,600189414.3702012,256244017.9298173
347,RRSP deduction,$,2008,23908768.02527076,98918434.4900668,131021323.44393596,320176182.30514026,527904894.73428047,731454682.4093026,961672449.2738316,1317281034.6019914,1739595280.5135715,1617781217.26284,3542373310.024525,3104363097.458245,3073699701.385757,2733364025.644106,2267640827.987407,6450241233.776047,3680021794.970456,2562595117.0815887
348,deduction for elected split-pension amount,$,2008,1788927.0312133832,2354834.5380161433,4197605.196090371,40148665.1962183,203883837.93146485,338512684.37507737,565943768.837176,727805403.1275706,819659334.0035889,944906203.1790812,1729574871.6698153,1340782129.4524586,910424304.9975848,629691326.4918332,475154623.15356904,1101744996.2780282,487139774.952982,248341092.1260785
349,"annual union, professional, or like dues",$,2008,1982324.548101317,49493281.58039434,48263668.95881709,62553108.21796871,84667454.96438722,122234922.61986826,170061249.46663195,219206195.7467225,254437509.30615953,267668756.4700664,550579654.7398629,518188867.2097175,455935744.91283065,360957784.82935536,214581138.08432865,342611393.11366826,88615621.31767327,25831754.69887237
350,child care expenses,$,2008,3674552.8208707324,104336861.51151223,164862592.35074097,202441048.5014997,285103103.07770246,351079127.574682,400328464.5599109,368339855.9569301,348612210.3848331,321144268.73910767,492545015.78009415,327849448.55757457,269643389.07147324,186408833.8913012,111783764.76122546,192089885.94988424,65844162.55364689,28650303.73760844
351,carrying charges and interest expenses,$,2008,20386955.28876038,70204397.47984757,79325947.40988584,153729048.93535155,130802652.38790926,119522961.98532613,151629147.48777857,189488909.11764708,198859897.89048967,178059775.17928693,329547171.07798284,317942221.2151791,305806527.03046125,285711865.71608835,223807078.7195053,693509210.5162679,602182727.4135803,1597323935.6043024
352,CPP or QPP contributions on self-employment,$,2008,1833979.8618520496,33711604.662527874,75471183.26646043,90873757.09724544,95266957.5092793,91949530.78493457,91448455.4002704,94009873.64950772,79239138.29719181,67273765.78927872,102462224.21713264,73081185.54355557,55244660.00875482,40456343.06399455,31449073.48484461,85303688.8409674,70618663.75181775,57180832.8766897
353,other employment expenses,$,2008,4433857.844561426,18463968.61515877,24808725.78851631,58379677.71148933,79440227.76077417,112550761.73161057,158510143.23068905,192789853.09907523,207199066.95675403,227525585.5214869,480927978.57248485,426427239.694032,396177011.04398704,320812416.18172044,250523407.2882344,760767592.4121578,511925424.9014151,418749578.04348654
354,other deductions,$,2008,10295121.225699132,106429071.01239079,132505869.1559564,105740092.35847756,173573172.55739242,197247885.63324764,234759311.9628123,254054010.82096696,212809792.64555964,232570403.70348975,422935095.8947714,329935064.96128654,354822907.9158024,268284112.2056189,250059692.78751448,725300026.2042496,778909598.1156793,1940650679.7605505
355,social benefits repayment,$,2008,0.0,0.0,1606518.0096031737,0.0,0.0,0.0,557116.7105805806,287898.5762763553,81314.86505515379,0.0,27682217.303641006,68675897.78671624,112845253.40505356,126027052.34021065,117069230.98981044,377464702.4355517,219733643.5200532,151510471.7387792
356,total deductions before adjustments,$,2008,70386806.50145778,517153750.9545559,695937667.9726447,1104293228.3329327,1695565478.7852614,2274280076.8342075,3124337984.174091,3945084080.3606467,4636184612.712037,4736629349.196179,9626771273.970741,8569432984.809049,7905885005.51702,6854333257.968577,5102700080.878261,12775389437.310492,7105180825.867505,7287078882.447302
357,net income after adjustments,$,2008,0.0,21179491719.86996,34995278483.17248,45788981803.95729,43102754027.6565,44454821341.75919,53223217516.31433,58533405661.57515,55749909922.77502,52112728974.34382,93927920352.87694,81960905064.91983,69879334713.69243,57675509660.55367,42027174836.333786,103289495281.8151,61875220252.33925,117166458294.87727
358,capital gains deduction,$,2008,0.0,805456.7038571314,33641278.29275045,3063592.483429308,11119258.371528396,12978511.772519207,22642893.36927701,20257291.044483244,28683269.22344161,17827734.73857858,87221181.26693016,118388949.27266504,85557523.08188282,132344338.27537388,59892793.51123186,501733595.5313265,804956727.321995,2463420650.6515512
359,losses from other years,$,2008,2480103.3841821905,25989989.030871585,33165476.44722502,45608848.49971909,60057620.9403977,36270825.21270968,44042987.9226435,43671576.78225645,37103753.15476112,38798179.12658608,68975883.70779808,68434150.89060631,71355991.78495298,45515446.28985845,37910308.70814602,133892617.26000512,131072969.37174128,297737674.94802886
360,additional deductions,$,2008,18883729.134767808,3387943195.090455,9002359919.459854,5427798010.218293,2196751847.251757,1259363972.5416944,1067800435.5156131,784684052.3841231,734329272.7739551,511262818.63616836,933138623.5861672,576708098.8112339,419594593.3303435,226038842.11041093,166518558.58909392,562396682.5615269,410451066.40974975,2815394241.7418394
361,total deductions from net income,$,2008,21363832.51895,3414737541.975656,9069165575.350302,5498022186.98964,2267928726.563683,1309368219.1525028,1163505833.9864733,848611821.3613348,800116295.1521577,571633611.6919812,1089336787.4104233,769216646.4311992,578236598.5043652,403897527.8261155,268772001.3959498,1201196372.7890651,1349337771.875694,5590093690.072158
362,taxable income assessed,$,2008,0.0,17801630469.19682,25970165785.390568,40296456062.30557,40838199867.992615,43146320114.884094,52060364398.947365,57687242076.961685,54950693585.3861,51541175578.667366,92838734107.85182,81191907089.54465,69306089089.74321,57272345065.36257,41757199594.70493,102094434884.78912,60542959700.97468,111589945286.11888
363,age amount,$,2008,196442428.9293905,1342526003.6530333,3906165027.7860055,5576572346.632918,3048330562.338077,1986826534.6166,1968404322.2834964,1524507572.7969398,928268522.4790803,647900362.0165488,656450510.1921455,242439171.31241325,73500946.06316462,22886837.964442477,8254557.652625881,6652435.041133798,2139460.0305727627,1003249.618856154
364,other federal non-refundable tax credits,$,2008,8379978140.026763,43295593328.98433,30502859650.72748,29044589628.61513,22019078690.059704,18711064710.769882,19027528979.37021,18251447819.93901,15627402839.56534,13249318843.240593,21072558276.924328,15686627532.563688,11857065503.057749,8812877603.439373,5845758614.300838,11541803375.840807,4458192966.203472,2485625103.0592465
365,CPP or QPP contributions,$,2008,17580493.5948298,224232333.48675317,472040483.5918621,746171574.1347576,969853384.0080967,1200538161.9219296,1533570883.702006,1806911901.4344327,1916102381.310116,1764930355.2258906,3016445245.590707,2296379039.6872373,1792822452.7893364,1354840810.310778,888422040.9029992,1722001600.7244086,631379159.3664916,330913041.0410039
